sales,order_date,product,customer,country,employee,category
606.47,2000-02-22,Cat Litter Box,Global Corp,Brazil,William Wilson,Pet Supplies
169.45,2000-02-23,Notebook Basic,Gadget Galaxy,Spain,Sandra Anderson,Computers
264.91,2000-02-23,Solid State Drive,Tech Trends,Germany,Linda Miller,Storage Devices
495.12,2000-02-24,Solid State Drive,Reboot IT,Mexico,Sarah Moore,Storage Devices
158.06,2000-02-24,Air Purifier,Global Corp,USA,William Wilson,Home Appliances
297.62,2000-02-25,Smartphone Beta,Pioneer Tech,Japan,William Wilson,Mobile Devices
546.04,2000-02-25,Smartphone Alpha,Elite Tech,Kenya,Joseph Taylor,Mobile Devices
900.79,2000-02-25,Notebook Basic,Gadget Galaxy,Spain,Patricia Brown,Computers
873.89,2000-02-25,Video Game Controller,Infinity Solutions,China,John Smith,Video Games
188.8,2000-02-25,Smartphone Beta,Elite Tech,Canada,Robert Johnson,Mobile Devices
987.6,2000-02-25,Children's Backpack,Pinnacle Tech,Brazil,Sarah Moore,School Supplies
74.2,2000-02-25,Notebook Basic,Tech Pioneers,India,Laura Adams,Computers
203.77,2000-02-25,Espresso Machine,Innovate Unlimited,Mexico,Sandra Anderson,Kitchen Appliances
936.24,2000-02-25,Decorative Throw Pillow,Innovate Unlimited,USA,William Wilson,Home Decor
488.33,2000-02-25,Monitor 4K,Pioneer Tech,China,Michael Davis,Monitors
863.46,2000-02-25,Video Game Controller,Future Gadgets,Mexico,Sandra Anderson,Video Games
868.73,2000-02-25,Monitor 4K,Reboot IT,Japan,Patricia Brown,Monitors
167.95,2000-02-25,Virtual Reality Headset,Innovate Unlimited,Nigeria,William Wilson,Electronics
862.37,2000-02-25,Science Fiction Novel,Pioneer Tech,Japan,Sandra Anderson,Books
415.88,2000-02-25,Fitness Tracker,Future Gadgets,South Africa,Linda Miller,Wearables
440.58,2000-02-25,Landscape Painting,Reboot IT,Egypt,Robert Johnson,Art
335.75,2000-02-26,Drone with Camera,Tech Trends,Japan,Michael Davis,Electronics
887.19,2000-02-26,Bluetooth Speaker,Ultra Tech,Kenya,Laura Adams,Audio Equipment
112.16,2000-02-26,Solid State Drive,Gadget Galaxy,Kenya,Michael Davis,Storage Devices
181.22,2000-02-26,Air Purifier,Reboot IT,Mexico,Laura Adams,Home Appliances
538.67,2000-02-26,Electric Guitar,Ultra Tech,Mexico,William Wilson,Musical Instruments
922.21,2000-02-26,Pet Bed,Elite Tech,Brazil,John Smith,Pet Supplies
461.37,2000-02-27,Women's Sandals,Future Gadgets,Japan,Linda Miller,Footwear
37.31,2000-02-27,Noise Cancelling Headphones,Elite Tech,Spain,Laura Adams,Audio Equipment
247.47,2000-02-27,Wall Art,Ultra Tech,Kenya,Michael Davis,Home Decor
680.18,2000-02-27,Cat Litter Box,Reboot IT,China,Sarah Moore,Pet Supplies
380.94,2000-02-27,Yoga Mat,Tech Trends,Italy,Sandra Anderson,Fitness Equipment
242.87,2000-02-27,Video Game Controller,Ultra Tech,France,Michael Davis,Video Games
442.78,2000-02-28,Tablet Beta,Elite Tech,France,Michael Davis,Mobile Devices
252.01,2000-02-28,4K Television,Reboot IT,China,Laura Adams,Home Electronics
328.77,2000-02-28,Smart Watch,SysTech Ltd.,Japan,Patricia Brown,Wearables
478.06,2000-02-28,Smartphone Alpha,NextGen Innovators,South Korea,William Wilson,Mobile Devices
651.39,2000-02-28,Smart Watch,Nebula Innovations,Kenya,John Smith,Wearables
992.76,2000-02-28,Ergonomic Desk,Future Gadgets,China,William Wilson,Office Furniture
87.14,2000-02-29,Espresso Machine,Innovate Unlimited,Mexico,Laura Adams,Kitchen Appliances
758.54,2000-02-29,Decorative Throw Pillow,Pinnacle Tech,South Korea,Sandra Anderson,Home Decor
501.77,2000-02-29,Electric Guitar,Pioneer Tech,Germany,Patricia Brown,Musical Instruments
633.33,2000-02-29,Ergonomic Desk,Innovate Unlimited,China,Robert Johnson,Office Furniture
52.44,2000-02-29,Bluetooth Speaker,Pioneer Tech,Italy,Michael Davis,Audio Equipment
771.84,2000-02-29,Solid State Drive,SysTech Ltd.,South Africa,Patricia Brown,Storage Devices
291.35,2000-02-29,Acoustic Piano,Ultra Tech,Kenya,Robert Johnson,Musical Instruments
227.97,2000-02-29,Pet Bed,Reboot IT,Italy,Robert Johnson,Pet Supplies
852.03,2000-02-29,Monitor 4K,Pioneer Tech,Brazil,Sandra Anderson,Monitors
833.52,2000-02-29,USB Keyboard,NextGen Innovators,Egypt,Joseph Taylor,Computer Accessories
378.49,2000-03-01,Cat Litter Box,Pinnacle Tech,USA,William Wilson,Pet Supplies
536.72,2000-03-01,Ergonomic Desk,Tech Trends,Germany,Linda Miller,Office Furniture
119.5,2000-03-01,Decorative Throw Pillow,Nebula Innovations,China,Patricia Brown,Home Decor
575.62,2000-03-01,Sunglasses,Infinity Solutions,Germany,Michael Davis,Fashion Accessories
310.65,2000-03-01,Decorative Throw Pillow,Elite Tech,Mexico,Sarah Moore,Home Decor
517.32,2000-03-01,Streaming Media Player,NextGen Innovators,USA,John Smith,Home Electronics
938.9,2000-03-01,Notebook Professional,Nebula Innovations,China,Laura Adams,Computers
145.17,2000-03-01,Stainless Steel Water Bottle,Elite Tech,South Korea,Sarah Moore,Outdoor Gear
259.7,2000-03-02,Video Game Controller,Future Gadgets,Germany,Robert Johnson,Video Games
460.8,2000-03-03,Wall Art,Global Corp,Brazil,Linda Miller,Home Decor
171.72,2000-03-03,Yoga Mat,Ultra Tech,Canada,Linda Miller,Fitness Equipment
132.75,2000-03-03,Microwave Oven,Global Corp,India,John Smith,Kitchen Appliances
487.48,2000-03-03,Desktop Alpha,Gadget Galaxy,Nigeria,Sarah Moore,Computers
534.88,2000-03-03,Dumbbell Set,Pioneer Tech,Italy,Robert Johnson,Fitness Equipment
819.56,2000-03-03,Cat Litter Box,Pioneer Tech,Kenya,William Wilson,Pet Supplies
167.65,2000-03-03,Wall Art,Nebula Innovations,Kenya,John Smith,Home Decor
370.49,2000-03-03,Acoustic Piano,Infinity Solutions,South Africa,Sarah Moore,Musical Instruments
344.21,2000-03-03,Smartphone Beta,Infinity Solutions,Germany,William Wilson,Mobile Devices
722.29,2000-03-03,Fitness Tracker,Future Gadgets,South Africa,William Wilson,Wearables
186.5,2000-03-03,Bluetooth Speaker,Ultra Tech,South Korea,William Wilson,Audio Equipment
567.55,2000-03-04,Children's Backpack,Elite Tech,Nigeria,Robert Johnson,School Supplies
477.18,2000-03-04,Leather Office Chair,Pinnacle Tech,France,Robert Johnson,Office Furniture
99.73,2000-03-04,Air Purifier,Tech Pioneers,Canada,John Smith,Home Appliances
752.31,2000-03-04,Notebook Basic,Pioneer Tech,Canada,Robert Johnson,Computers
999.9,2000-03-04,Men's Sneakers,Elite Tech,Italy,Robert Johnson,Footwear
914.07,2000-03-04,Smartphone Alpha,Elite Tech,Mexico,Sandra Anderson,Mobile Devices
162.22,2000-03-05,Smart Watch,Reboot IT,India,John Smith,Wearables
666.18,2000-03-05,Decorative Throw Pillow,Pioneer Tech,Spain,Michael Davis,Home Decor
940.33,2000-03-05,Microwave Oven,Tech Trends,India,Patricia Brown,Kitchen Appliances
69.67,2000-03-05,Children's Backpack,Tech Pioneers,China,Sarah Moore,School Supplies
785.68,2000-03-05,Monitor 4K,Innovate Unlimited,China,John Smith,Monitors
941.13,2000-03-05,LED Desk Lamp,Infinity Solutions,Italy,Patricia Brown,Lighting
651.21,2000-03-06,Desktop Alpha,Tech Pioneers,Brazil,Robert Johnson,Computers
565.9,2000-03-06,Tablet Beta,Elite Tech,Egypt,Laura Adams,Mobile Devices
729.4,2000-03-07,Dumbbell Set,Pioneer Tech,South Korea,Michael Davis,Fitness Equipment
908.2,2000-03-07,Ergonomic Desk,Elite Tech,Brazil,Sarah Moore,Office Furniture
411.77,2000-03-07,Dumbbell Set,Pinnacle Tech,Canada,William Wilson,Fitness Equipment
779.36,2000-03-07,4K Television,Global Corp,USA,Robert Johnson,Home Electronics
589.41,2000-03-07,Hiking Boots,Nebula Innovations,Spain,Sandra Anderson,Outdoor Gear
19.42,2000-03-07,Electric Guitar,Global Corp,France,Robert Johnson,Musical Instruments
474.38,2000-03-08,Tablet Alpha,Pinnacle Tech,Brazil,Sarah Moore,Mobile Devices
869.77,2000-03-08,LED Desk Lamp,Tech Pioneers,Egypt,Sandra Anderson,Lighting
491.68,2000-03-08,Drone with Camera,Tech Trends,Kenya,Robert Johnson,Electronics
716.1,2000-03-08,Sunglasses,Innovate Unlimited,Brazil,Robert Johnson,Fashion Accessories
1.71,2000-03-09,Desktop Beta,Tech Trends,Egypt,John Smith,Computers
847.41,2000-03-09,External Hard Drive,Infinity Solutions,Mexico,Michael Davis,Storage Devices
498.29,2000-03-09,USB Keyboard,Tech Pioneers,South Korea,Patricia Brown,Computer Accessories
561.34,2000-03-09,Sunglasses,Future Gadgets,Italy,Joseph Taylor,Fashion Accessories
732.93,2000-03-09,Decorative Throw Pillow,Future Gadgets,Japan,Sandra Anderson,Home Decor
223.05,2000-03-09,Sculpture,Pioneer Tech,China,Patricia Brown,Art
151.79,2000-03-09,Monitor HD,Future Gadgets,China,Michael Davis,Monitors
638.53,2000-03-09,Ergonomic Desk,Global Corp,Nigeria,Linda Miller,Office Furniture
899.45,2000-03-09,Smart Watch,Infinity Solutions,China,Patricia Brown,Wearables
843.38,2000-03-09,Wireless Mouse,Infinity Solutions,China,John Smith,Computer Accessories
370.15,2000-03-09,Wireless Mouse,Gadget Galaxy,Mexico,Linda Miller,Computer Accessories
832.28,2000-03-09,Espresso Machine,Ultra Tech,Canada,Patricia Brown,Kitchen Appliances
635.58,2000-03-10,Wristwatch,Gadget Galaxy,Spain,Patricia Brown,Fashion Accessories
227.7,2000-03-10,Smart Watch,Pioneer Tech,Spain,Joseph Taylor,Wearables
208.74,2000-03-10,Camping Tent,NextGen Innovators,South Africa,Michael Davis,Outdoor Gear
856.75,2000-03-11,Landscape Painting,Future Gadgets,South Korea,Linda Miller,Art
138.59,2000-03-11,Wireless Mouse,Tech Trends,Brazil,Linda Miller,Computer Accessories
576.49,2000-03-12,Desktop Beta,Global Corp,Japan,William Wilson,Computers
704.45,2000-03-12,Video Game Controller,Reboot IT,Japan,Joseph Taylor,Video Games
539.34,2000-03-12,Leather Office Chair,Reboot IT,South Africa,Laura Adams,Office Furniture
449.53,2000-03-12,Men's Sneakers,Ultra Tech,Italy,Michael Davis,Footwear
318.73,2000-03-12,Gaming Console,Nebula Innovations,South Korea,Sandra Anderson,Video Games
547.43,2000-03-12,Cat Litter Box,NextGen Innovators,Spain,Robert Johnson,Pet Supplies
131.54,2000-03-12,Landscape Painting,Gadget Galaxy,Canada,Michael Davis,Art
500.42,2000-03-12,Hiking Boots,Global Corp,France,Michael Davis,Outdoor Gear
600.23,2000-03-12,USB Keyboard,SysTech Ltd.,Italy,John Smith,Computer Accessories
732.62,2000-03-12,External Hard Drive,Future Gadgets,Kenya,Linda Miller,Storage Devices
0.95,2000-03-12,External Hard Drive,Gadget Galaxy,China,Joseph Taylor,Storage Devices
810.59,2000-03-12,Biography Book,Innovate Unlimited,Brazil,Joseph Taylor,Books
556.71,2000-03-13,Video Game Controller,Future Gadgets,Japan,William Wilson,Video Games
124.36,2000-03-13,Pet Bed,Pinnacle Tech,Egypt,Robert Johnson,Pet Supplies
420.86,2000-03-13,Drone with Camera,Tech Pioneers,China,Patricia Brown,Electronics
384.41,2000-03-13,USB Keyboard,Global Corp,USA,Robert Johnson,Computer Accessories
28.31,2000-03-13,Children's Backpack,Future Gadgets,Mexico,Sarah Moore,School Supplies
206.17,2000-03-14,Gaming Console,Pinnacle Tech,South Africa,William Wilson,Video Games
136,2000-03-14,Gaming Console,Gadget Galaxy,France,Sarah Moore,Video Games
83.69,2000-03-14,External Hard Drive,Pinnacle Tech,Egypt,Michael Davis,Storage Devices
694.55,2000-03-14,Notebook Professional,Tech Pioneers,South Korea,William Wilson,Computers
961.11,2000-03-14,Tablet Beta,Tech Pioneers,Italy,Sarah Moore,Mobile Devices
114.47,2000-03-15,Solid State Drive,Elite Tech,China,Sandra Anderson,Storage Devices
265.88,2000-03-16,Fitness Tracker,Elite Tech,Brazil,Sarah Moore,Wearables
250.41,2000-03-16,Bluetooth Speaker,SysTech Ltd.,Mexico,Patricia Brown,Audio Equipment
219.2,2000-03-16,Acoustic Piano,Pioneer Tech,South Korea,John Smith,Musical Instruments
344.61,2000-03-16,Robot Vacuum,Pioneer Tech,Canada,William Wilson,Home Appliances
461.17,2000-03-16,Biography Book,Gadget Galaxy,Nigeria,John Smith,Books
447.12,2000-03-17,Noise Cancelling Headphones,Ultra Tech,USA,Patricia Brown,Audio Equipment
237.46,2000-03-17,Solid State Drive,Tech Pioneers,South Korea,Laura Adams,Storage Devices
904.98,2000-03-17,Camping Tent,Pioneer Tech,China,Laura Adams,Outdoor Gear
652.94,2000-03-18,Noise Cancelling Headphones,Innovate Unlimited,Germany,Michael Davis,Audio Equipment
189.45,2000-03-18,Notebook Basic,Gadget Galaxy,China,Sarah Moore,Computers
974.52,2000-03-18,Children's Backpack,Nebula Innovations,Egypt,Laura Adams,School Supplies
586.86,2000-03-18,Monitor 4K,Elite Tech,Canada,Robert Johnson,Monitors
460.59,2000-03-19,Ergonomic Desk,Pinnacle Tech,France,John Smith,Office Furniture
698.72,2000-03-19,Children's Backpack,Elite Tech,Canada,John Smith,School Supplies
821.18,2000-03-19,Wall Art,Tech Pioneers,Egypt,Linda Miller,Home Decor
94.99,2000-03-19,4K Television,Innovate Unlimited,Spain,Sarah Moore,Home Electronics
202.69,2000-03-19,Wall Art,Global Corp,Nigeria,Linda Miller,Home Decor
296.98,2000-03-19,Camping Tent,Innovate Unlimited,India,Patricia Brown,Outdoor Gear
680.38,2000-03-19,Science Fiction Novel,Reboot IT,USA,Patricia Brown,Books
410.14,2000-03-19,External Hard Drive,Pioneer Tech,India,Sarah Moore,Storage Devices
682.3,2000-03-19,Ergonomic Desk,Nebula Innovations,France,William Wilson,Office Furniture
475.61,2000-03-19,4K Television,Ultra Tech,Brazil,Michael Davis,Home Electronics
842.82,2000-03-19,Camping Tent,Tech Trends,Spain,Patricia Brown,Outdoor Gear
146.65,2000-03-19,USB Keyboard,Gadget Galaxy,Egypt,Patricia Brown,Computer Accessories
174.67,2000-03-19,Cat Litter Box,Ultra Tech,Nigeria,Patricia Brown,Pet Supplies
881.27,2000-03-19,Desktop Beta,Infinity Solutions,Italy,Linda Miller,Computers
720.22,2000-03-19,Desktop Beta,Ultra Tech,Mexico,Robert Johnson,Computers
940.81,2000-03-19,Robot Vacuum,Elite Tech,Mexico,Sandra Anderson,Home Appliances
881.92,2000-03-20,Electric Guitar,Pinnacle Tech,South Korea,Robert Johnson,Musical Instruments
757.26,2000-03-20,Noise Cancelling Headphones,NextGen Innovators,China,John Smith,Audio Equipment
180.21,2000-03-20,Desktop Alpha,Future Gadgets,France,William Wilson,Computers
689.15,2000-03-20,Children's Backpack,Future Gadgets,Nigeria,Michael Davis,School Supplies
518.97,2000-03-20,Tablet Alpha,Tech Trends,Brazil,Sarah Moore,Mobile Devices
547.28,2000-03-20,Notebook Basic,Pioneer Tech,South Africa,William Wilson,Computers
905.39,2000-03-20,Wireless Mouse,Gadget Galaxy,Nigeria,William Wilson,Computer Accessories
934.76,2000-03-20,Monitor HD,Future Gadgets,USA,Robert Johnson,Monitors
828.97,2000-03-21,Solid State Drive,Global Corp,South Africa,Linda Miller,Storage Devices
81.6,2000-03-21,Tablet Beta,Ultra Tech,Canada,Laura Adams,Mobile Devices
271.68,2000-03-21,Leather Office Chair,Elite Tech,India,William Wilson,Office Furniture
616.05,2000-03-22,Pet Bed,SysTech Ltd.,South Korea,Sandra Anderson,Pet Supplies
509.23,2000-03-23,Electric Guitar,Gadget Galaxy,Nigeria,William Wilson,Musical Instruments
358.54,2000-03-23,Men's Sneakers,NextGen Innovators,South Africa,Robert Johnson,Footwear
675.11,2000-03-23,Desktop Beta,Global Corp,France,Sarah Moore,Computers
268.91,2000-03-23,Yoga Mat,Ultra Tech,France,Michael Davis,Fitness Equipment
298.15,2000-03-24,Yoga Mat,Gadget Galaxy,South Africa,William Wilson,Fitness Equipment
904.65,2000-03-25,Bluetooth Speaker,Reboot IT,China,Joseph Taylor,Audio Equipment
260.11,2000-03-25,Science Fiction Novel,Ultra Tech,South Korea,Sarah Moore,Books
729.85,2000-03-25,LED Desk Lamp,Elite Tech,France,Laura Adams,Lighting
61.9,2000-03-25,Stainless Steel Water Bottle,Elite Tech,Canada,Laura Adams,Outdoor Gear
307.24,2000-03-25,Cat Litter Box,Elite Tech,India,Laura Adams,Pet Supplies
257.67,2000-03-25,Ergonomic Desk,Nebula Innovations,Italy,William Wilson,Office Furniture
467.7,2000-03-25,Sculpture,Tech Pioneers,USA,Linda Miller,Art
685.9,2000-03-25,Desktop Alpha,Ultra Tech,Kenya,Linda Miller,Computers
150.96,2000-03-25,Biography Book,Global Corp,South Korea,John Smith,Books
206.22,2000-03-25,Monitor 4K,Reboot IT,Canada,William Wilson,Monitors
662.56,2000-03-25,Children's Backpack,Ultra Tech,Brazil,John Smith,School Supplies
51.81,2000-03-25,Video Game Controller,Pioneer Tech,Germany,Joseph Taylor,Video Games
926.82,2000-03-25,Noise Cancelling Headphones,Pioneer Tech,Nigeria,Linda Miller,Audio Equipment
926.5,2000-03-26,Microwave Oven,Tech Trends,South Korea,Joseph Taylor,Kitchen Appliances
108.59,2000-03-27,Stainless Steel Water Bottle,Pinnacle Tech,Mexico,Michael Davis,Outdoor Gear
102.68,2000-03-27,Espresso Machine,Infinity Solutions,Germany,Robert Johnson,Kitchen Appliances
118.97,2000-03-27,Sculpture,Global Corp,Nigeria,William Wilson,Art
401.48,2000-03-27,Sculpture,Tech Trends,France,Linda Miller,Art
115.62,2000-03-27,Landscape Painting,Infinity Solutions,India,Michael Davis,Art
265.25,2000-03-27,Smart Watch,Ultra Tech,Brazil,Sarah Moore,Wearables
781.21,2000-03-27,Biography Book,Elite Tech,Kenya,Michael Davis,Books
620.62,2000-03-27,Drone with Camera,Pinnacle Tech,Egypt,Linda Miller,Electronics
865.28,2000-03-27,Wall Art,SysTech Ltd.,Italy,Linda Miller,Home Decor
443.33,2000-03-27,Noise Cancelling Headphones,Nebula Innovations,South Africa,Linda Miller,Audio Equipment
203.22,2000-03-27,Tablet Beta,Tech Pioneers,China,Laura Adams,Mobile Devices
264.95,2000-03-27,Children's Backpack,Tech Pioneers,USA,John Smith,School Supplies
256.4,2000-03-28,Tablet Beta,Tech Pioneers,Brazil,Patricia Brown,Mobile Devices
61.19,2000-03-28,Video Game Controller,Tech Pioneers,China,William Wilson,Video Games
977.22,2000-03-28,Camping Tent,SysTech Ltd.,Brazil,Robert Johnson,Outdoor Gear
490.61,2000-03-28,Notebook Basic,Future Gadgets,France,Robert Johnson,Computers
780.47,2000-03-28,Women's Sandals,Gadget Galaxy,Japan,Sandra Anderson,Footwear
502.39,2000-03-28,Pet Bed,Global Corp,Italy,John Smith,Pet Supplies
178.52,2000-03-28,Landscape Painting,Ultra Tech,Italy,Joseph Taylor,Art
544.96,2000-03-28,Desktop Beta,Future Gadgets,Mexico,Laura Adams,Computers
941.94,2000-03-28,4K Television,Ultra Tech,Spain,Robert Johnson,Home Electronics
991.27,2000-03-28,Cat Litter Box,Innovate Unlimited,Japan,William Wilson,Pet Supplies
621.62,2000-03-28,Men's Sneakers,Ultra Tech,Egypt,William Wilson,Footwear
862.13,2000-03-28,Streaming Media Player,Elite Tech,South Africa,Robert Johnson,Home Electronics
850.3,2000-03-28,Monitor 4K,Future Gadgets,India,Linda Miller,Monitors
196.74,2000-03-29,Children's Backpack,Tech Pioneers,Egypt,William Wilson,School Supplies
136.59,2000-03-29,Stainless Steel Water Bottle,Tech Pioneers,Japan,Michael Davis,Outdoor Gear
278.67,2000-03-29,Fitness Tracker,Ultra Tech,South Africa,John Smith,Wearables
267.63,2000-03-29,Tablet Alpha,Innovate Unlimited,USA,Patricia Brown,Mobile Devices
253.47,2000-03-29,Bluetooth Speaker,Tech Trends,China,Robert Johnson,Audio Equipment
742.01,2000-03-29,Leather Office Chair,Future Gadgets,Germany,Linda Miller,Office Furniture
600.76,2000-03-29,Science Fiction Novel,Gadget Galaxy,Egypt,Sarah Moore,Books
666.88,2000-03-30,Notebook Basic,Elite Tech,Canada,William Wilson,Computers
232.11,2000-03-31,Smartphone Beta,Elite Tech,Italy,Robert Johnson,Mobile Devices
715.98,2000-03-31,Acoustic Piano,Pinnacle Tech,Canada,Michael Davis,Musical Instruments
92.43,2000-03-31,Streaming Media Player,Pioneer Tech,Italy,Laura Adams,Home Electronics
665.41,2000-03-31,Video Game Controller,Innovate Unlimited,South Africa,Laura Adams,Video Games
137.37,2000-03-31,Camping Tent,Global Corp,France,Michael Davis,Outdoor Gear
591.74,2000-03-31,Virtual Reality Headset,Pinnacle Tech,South Korea,Robert Johnson,Electronics
507.1,2000-03-31,Men's Sneakers,Pioneer Tech,China,Michael Davis,Footwear
406.19,2000-03-31,Tablet Alpha,Elite Tech,Kenya,Michael Davis,Mobile Devices
904.51,2000-03-31,Virtual Reality Headset,Gadget Galaxy,USA,Sarah Moore,Electronics
171.58,2000-03-31,Science Fiction Novel,Innovate Unlimited,Italy,Linda Miller,Books
237.05,2000-03-31,Air Purifier,Gadget Galaxy,Kenya,Patricia Brown,Home Appliances
845.6,2000-03-31,Pet Bed,Nebula Innovations,Japan,William Wilson,Pet Supplies
923,2000-04-01,Notebook Professional,Innovate Unlimited,India,Patricia Brown,Computers
